dataset,batch_size,epochs,optimizer,activation,mse,mae,r2,rmse,predNAN
2022all,40,80,adam_01,relu,0.829967854,0.75958033,-0.072734539,0.911025715,0
,,,,,,,,,
2022all,40,80,adam_01,tanh,0.168064412,0.333521313,0.782776528,0.409956597,0
,,,,,,,,,
2022all,40,80,adam_01,sigmoid,0.779333999,0.721209175,-0.007290215,0.882798957,0
,,,,,,,,,
2022all,40,120,sgd_001,relu,0,0,0,0,100
,,,,,,,,,
2022all,40,120,sgd_001,tanh,0.105768399,0.24322688,0.863294205,0.32522054,0
,,,,,,,,,
2022all,40,120,sgd_001,sigmoid,0.177461129,0.313859638,0.770631258,0.421261355,0
,,,,,,,,,
2022all,40,120,sgd_0001,relu,0.826959558,0.316098546,-0.068846312,0.909373167,0
,,,,,,,,,
2022all,40,120,sgd_0001,tanh,0.183741069,0.30746211,0.762514427,0.428650288,0
,,,,,,,,,
2022all,40,120,sgd_0001,sigmoid,0.489803874,0.556541933,0.366927852,0.699859896,0
,,,,,,,,,
2022all,40,120,adam_001,relu,0.08776239,0.217232883,0.886566996,0.296247178,0
,,,,,,,,,
2022all,40,120,adam_001,tanh,0.072292588,0.197915995,0.906561735,0.26887281,0
,,,,,,,,,
2022all,40,120,adam_001,sigmoid,0.069754855,0.199260123,0.909841758,0.264111445,0
,,,,,,,,,
2022all,40,120,adam_0001,relu,2.041576331,0.268500377,-1.638740082,1.428837405,0
,,,,,,,,,
2022all,40,120,adam_0001,tanh,0.075719457,0.208740646,0.902132503,0.275171686,0
,,,,,,,,,
2022all,40,120,adam_0001,sigmoid,0.079661892,0.210885854,0.8970369,0.282244383,0
,,,,,,,,,
2022all,40,120,sgd_005,relu,0,0,0,0,100
,,,,,,,,,
2022all,40,120,sgd_005,tanh,0.086303539,0.218815083,0.888452562,0.29377464,0
,,,,,,,,,
2022all,40,120,sgd_005,sigmoid,0.11471138,0.248127834,0.851735391,0.338690685,0
,,,,,,,,,
2022all,40,120,sgd_01,relu,0,0,0,0,100
,,,,,,,,,
2022all,40,120,sgd_01,tanh,0.086228531,0.222779885,0.888549511,0.293646949,0
,,,,,,,,,
2022all,40,120,sgd_01,sigmoid,0.121873879,0.277034192,0.842477852,0.349104396,0
,,,,,,,,,
2022all,40,120,adam_005,relu,0.780179825,0.722200683,-0.008383446,0.883277886,0
,,,,,,,,,
2022all,40,120,adam_005,tanh,0.10353388,0.240966625,0.866182325,0.321766809,0
,,,,,,,,,
2022all,40,120,adam_005,sigmoid,0.176838032,0.339629628,0.771436612,0.420521143,0
,,,,,,,,,
2022all,40,120,adam_01,relu,0.780680857,0.722778223,-0.00903103,0.883561462,0
,,,,,,,,,
2022all,40,120,adam_01,tanh,0.145571351,0.290632258,0.811848838,0.381538138,0
,,,,,,,,,
2022all,40,120,adam_01,sigmoid,0.779642395,0.72157751,-0.007688817,0.88297361,0
,,,,,,,,,
2022all,60,20,sgd_001,relu,1.168853889,0.324839123,-0.510745184,1.081135463,0
,,,,,,,,,
2022all,60,20,sgd_001,tanh,0.177299311,0.303388827,0.770840408,0.421069247,0
,,,,,,,,,
2022all,60,20,sgd_001,sigmoid,0.475870885,0.535726813,0.384936258,0.689833954,0
,,,,,,,,,
2022all,60,20,sgd_0001,relu,0.568085825,0.465782492,0.265748327,0.753714684,0
,,,,,,,,,
2022all,60,20,sgd_0001,tanh,0.344768415,0.460110782,0.554386371,0.587169835,0
,,,,,,,,,
2022all,60,20,sgd_0001,sigmoid,0.738829801,0.706160574,0.045061514,0.859552093,0
,,,,,,,,,
2022all,60,20,adam_001,relu,0.128813874,0.263410719,0.833507899,0.358906497,0
,,,,,,,,,
2022all,60,20,adam_001,tanh,0.078597492,0.208800608,0.898412639,0.280352442,0
,,,,,,,,,
2022all,60,20,adam_001,sigmoid,0.078374442,0.212905291,0.898700931,0.279954357,0
,,,,,,,,,
2022all,60,20,adam_0001,relu,3.405991527,0.323931926,-3.402248512,1.845532857,0
,,,,,,,,,
2022all,60,20,adam_0001,tanh,0.096138498,0.234115011,0.875740866,0.310062087,0
,,,,,,,,,
2022all,60,20,adam_0001,sigmoid,0.120061027,0.259736431,0.844820965,0.346498235,0
,,,,,,,,,
2022all,60,20,sgd_005,relu,0.116532328,0.254881499,0.849381814,0.341368317,0
,,,,,,,,,
2022all,60,20,sgd_005,tanh,0.181743562,0.346674245,0.765096208,0.426313924,0
,,,,,,,,,
2022all,60,20,sgd_005,sigmoid,0.258922922,0.383131314,0.665341784,0.508844693,0
,,,,,,,,,
2022all,60,20,sgd_01,relu,0.46988323,0.45974018,0.392675309,0.685480292,0
,,,,,,,,,
2022all,60,20,sgd_01,tanh,0.116086549,0.257857351,0.849957983,0.340714762,0
,,,,,,,,,
2022all,60,20,sgd_01,sigmoid,0.162981963,0.310231706,0.789345599,0.403710247,0
,,,,,,,,,
2022all,60,20,adam_005,relu,0.801920959,0.741272123,-0.03648389,0.895500396,0
,,,,,,,,,
2022all,60,20,adam_005,tanh,0.165014544,0.318094405,0.786718485,0.406219822,0
,,,,,,,,,
2022all,60,20,adam_005,sigmoid,0.77372368,0.710311477,-3.89E-05,0.879615643,0
,,,,,,,,,
2022all,60,20,adam_01,relu,0.790478961,0.732221447,-0.021695093,0.889088838,0
,,,,,,,,,
2022all,60,20,adam_01,tanh,0.262145051,0.421962002,0.661177178,0.512001027,0
,,,,,,,,,
2022all,60,20,adam_01,sigmoid,0.782019161,0.702958678,-0.01076079,0.884318473,0
,,,,,,,,,
2022all,60,50,sgd_001,relu,1.148898081,0.295592074,-0.484952275,1.071866634,0
,,,,,,,,,
2022all,60,50,sgd_001,tanh,0.127387802,0.260979391,0.835351099,0.356914278,0
,,,,,,,,,
2022all,60,50,sgd_001,sigmoid,0.343856269,0.453948206,0.555565322,0.586392589,0
,,,,,,,,,
2022all,60,50,sgd_0001,relu,1.247492085,0.419783674,-0.612385154,1.116911852,0
,,,,,,,,,
2022all,60,50,sgd_0001,tanh,0.25827554,0.393572223,0.666178526,0.508208166,0
,,,,,,,,,
2022all,60,50,sgd_0001,sigmoid,0.732103587,0.700225987,0.053755155,0.85563052,0
,,,,,,,,,
2022all,60,50,adam_001,relu,0.103254803,0.230180505,0.866543032,0.321332854,0
,,,,,,,,,
2022all,60,50,adam_001,tanh,0.073255099,0.202573754,0.905317689,0.270656792,0
,,,,,,,,,
2022all,60,50,adam_001,sigmoid,0.07561816,0.205549193,0.902263429,0.274987563,0
,,,,,,,,,
2022all,60,50,adam_0001,relu,2.1906688,0.279943848,-1.831442295,1.480090808,0
,,,,,,,,,
2022all,60,50,adam_0001,tanh,0.082752369,0.220458184,0.893042454,0.287667116,0
,,,,,,,,,
2022all,60,50,adam_0001,sigmoid,0.096572319,0.233478807,0.875180151,0.310760871,0
,,,,,,,,,
2022all,60,50,sgd_005,relu,0.999413997,0.262416482,-0.291743901,0.999706956,0
,,,,,,,,,
2022all,60,50,sgd_005,tanh,0.112624863,0.257244296,0.854432217,0.33559628,0
,,,,,,,,,
2022all,60,50,sgd_005,sigmoid,0.151437662,0.299369191,0.804266623,0.389149923,0
,,,,,,,,,
2022all,60,50,sgd_01,relu,0,0,0,0,100
,,,,,,,,,
2022all,60,50,sgd_01,tanh,0.090897803,0.227588047,0.882514471,0.301492625,0
,,,,,,,,,
2022all,60,50,sgd_01,sigmoid,0.130195756,0.266246617,0.831721815,0.36082649,0
,,,,,,,,,
2022all,60,50,adam_005,relu,0.786820575,0.728958074,-0.016966624,0.887029072,0
,,,,,,,,,
2022all,60,50,adam_005,tanh,0.100671876,0.242056633,0.869881468,0.317288317,0
,,,,,,,,,
2022all,60,50,adam_005,sigmoid,0.795493224,0.702633333,-0.028176035,0.891904269,0
,,,,,,,,,
2022all,60,50,adam_01,relu,0.774919179,0.714486653,-0.001584054,0.880294938,0
,,,,,,,,,
2022all,60,50,adam_01,tanh,0.209183617,0.37800582,0.7296299,0.457365956,0
,,,,,,,,,
2022all,60,50,adam_01,sigmoid,1.065270114,0.878404474,-0.376863018,1.032119234,0
,,,,,,,,,
2022all,60,80,sgd_001,relu,0.294271078,0.264854673,0.619654246,0.542467583,0
,,,,,,,,,
2022all,60,80,sgd_001,tanh,0.120014076,0.25452821,0.844881649,0.346430478,0
,,,,,,,,,
2022all,60,80,sgd_001,sigmoid,0.27816406,0.397098725,0.640472587,0.527412609,0
,,,,,,,,,
2022all,60,80,sgd_0001,relu,0.895071219,0.362451335,-0.156880723,0.946082036,0
,,,,,,,,,
2022all,60,80,sgd_0001,tanh,0.202874403,0.342836047,0.737784568,0.450415811,0
,,,,,,,,,
2022all,60,80,sgd_0001,sigmoid,0.647311551,0.652748667,0.163348972,0.804556742,0
,,,,,,,,,
2022all,60,80,adam_001,relu,0.103602117,0.232382447,0.866094128,0.321872827,0
,,,,,,,,,
2022all,60,80,adam_001,tanh,0.076126746,0.206369185,0.901606081,0.275910758,0
,,,,,,,,,
2022all,60,80,adam_001,sigmoid,0.077800929,0.21379048,0.899442197,0.278928179,0
,,,,,,,,,
2022all,60,80,adam_0001,relu,1.490964373,0.268735927,-0.927073406,1.22105052,0
,,,,,,,,,
2022all,60,80,adam_0001,tanh,0.075845151,0.208756108,0.901970043,0.275399984,0
,,,,,,,,,
2022all,60,80,adam_0001,sigmoid,0.089119031,0.223883104,0.884813535,0.298528108,0
,,,,,,,,,
2022all,60,80,sgd_005,relu,0,0,0,0,100
,,,,,,,,,
2022all,60,80,sgd_005,tanh,0.091591547,0.225559036,0.881617805,0.302640955,0
,,,,,,,,,
2022all,60,80,sgd_005,sigmoid,0.136098093,0.284291037,0.824093036,0.368914751,0
,,,,,,,,,
2022all,60,80,sgd_01,relu,0,0,0,0,100
,,,,,,,,,
2022all,60,80,sgd_01,tanh,0.108853344,0.250325252,0.85930691,0.329929302,0
,,,,,,,,,
2022all,60,80,sgd_01,sigmoid,0.148548644,0.28838916,0.808000683,0.385420088,0
,,,,,,,,,
2022all,60,80,adam_005,relu,0.773707192,0.710077267,-1.76E-05,0.879606271,0
,,,,,,,,,
2022all,60,80,adam_005,tanh,0.117550587,0.267141525,0.848065713,0.34285651,0
,,,,,,,,,
2022all,60,80,adam_005,sigmoid,0.077979214,0.210895346,0.899211764,0.279247586,0
,,,,,,,,,
2022all,60,80,adam_01,relu,0.773881709,0.707901025,-0.000243123,0.879705467,0
,,,,,,,,,
2022all,60,80,adam_01,tanh,0.214968421,0.366801699,0.722153034,0.463646871,0
,,,,,,,,,
2022all,60,80,adam_01,sigmoid,0.779520343,0.703502353,-0.007531065,0.882904493,0
,,,,,,,,,
2022all,60,120,sgd_001,relu,1.352979217,0.290090857,-0.748727411,1.163176348,0
,,,,,,,,,
2022all,60,120,sgd_001,tanh,0.108629699,0.241445259,0.859595972,0.329590198,0
,,,,,,,,,
2022all,60,120,sgd_001,sigmoid,0.23624172,0.370192856,0.694657268,0.486047034,0
,,,,,,,,,
2022all,60,120,sgd_0001,relu,0.452688209,0.30990264,0.414899897,0.672821082,0
,,,,,,,,,
2022all,60,120,sgd_0001,tanh,0.19042431,0.321641687,0.75387633,0.43637634,0
,,,,,,,,,
2022all,60,120,sgd_0001,sigmoid,0.572596166,0.605604614,0.259918705,0.756700843,0
,,,,,,,,,
2022all,60,120,adam_001,relu,0.092470151,0.218597775,0.880482209,0.304089051,0
,,,,,,,,,
2022all,60,120,adam_001,tanh,0.073038124,0.201495828,0.905598129,0.270255664,0
,,,,,,,,,
2022all,60,120,adam_001,sigmoid,0.078092299,0.21383351,0.899065601,0.279449993,0
,,,,,,,,,
2022all,60,120,adam_0001,relu,2.086142015,0.263852062,-1.696341288,1.444348301,0
,,,,,,,,,
2022all,60,120,adam_0001,tanh,0.074800273,0.207788241,0.903320549,0.273496386,0
,,,,,,,,,
2022all,60,120,adam_0001,sigmoid,0.085115043,0.217524062,0.889988696,0.291744824,0
,,,,,,,,,
2022all,60,120,sgd_005,relu,0,0,0,0,100
,,,,,,,,,
2022all,60,120,sgd_005,tanh,0.085644563,0.219361328,0.889304291,0.292650923,0
,,,,,,,,,
2022all,60,120,sgd_005,sigmoid,0.121247507,0.257411137,0.843287438,0.348206127,0
,,,,,,,,,
2022all,60,120,sgd_01,relu,0,0,0,0,100
,,,,,,,,,
2022all,60,120,sgd_01,tanh,0.082681225,0.220046808,0.893134408,0.287543432,0
,,,,,,,,,
2022all,60,120,sgd_01,sigmoid,0.116972998,0.252011472,0.848812247,0.342013155,0
,,,,,,,,,
2022all,60,120,adam_005,relu,0.79539883,0.736323248,-0.02805403,0.89185135,0
,,,,,,,,,
2022all,60,120,adam_005,tanh,0.105817646,0.246011204,0.863230553,0.325296244,0
,,,,,,,,,
2022all,60,120,adam_005,sigmoid,0.787453356,0.70241431,-0.017784494,0.887385686,0
,,,,,,,,,
2022all,60,120,adam_01,relu,0.783545364,0.725809791,-0.01273341,0.885180978,0
,,,,,,,,,
2022all,60,120,adam_01,tanh,0.178313617,0.326323598,0.769529417,0.42227197,0
,,,,,,,,,
2022all,60,120,adam_01,sigmoid,1.170831131,0.822973811,-0.513300771,1.082049505,0
,,,,,,,,,
2022all,80,20,sgd_001,relu,1.475057622,0.333550625,-0.906513909,1.214519502,0
,,,,,,,,,
2022all,80,20,sgd_001,tanh,0.182361363,0.31771328,0.764297699,0.427037894,0
,,,,,,,,,
2022all,80,20,sgd_001,sigmoid,0.495535356,0.560596716,0.359519903,0.703942722,0
,,,,,,,,,
2022all,80,20,sgd_0001,relu,1.092611033,0.529669476,-0.412201192,1.045280361,0
,,,,,,,,,
2022all,80,20,sgd_0001,tanh,0.39684943,0.485653356,0.487071592,0.629959863,0
,,,,,,,,,
2022all,80,20,sgd_0001,sigmoid,0.767786703,0.718528781,0.007634681,0.876234388,0
,,,,,,,,,
2022all,80,20,adam_001,relu,0.116375154,0.247939959,0.84958496,0.341138028,0
,,,,,,,,,
2022all,80,20,adam_001,tanh,0.074314988,0.203356554,0.90394778,0.272607755,0
,,,,,,,,,
2022all,80,20,adam_001,sigmoid,0.084134212,0.217563478,0.891256421,0.29005898,0
,,,,,,,,,
2022all,80,20,adam_0001,relu,5.192190816,0.385960178,-5.710913433,2.27863793,0
,,,,,,,,,
2022all,80,20,adam_0001,tanh,0.114704989,0.251325881,0.851743652,0.33868125,0
,,,,,,,,,
2022all,80,20,adam_0001,sigmoid,0.12937864,0.270194451,0.832777939,0.359692424,0
,,,,,,,,,
2022all,80,20,sgd_005,relu,0,0,0,0,100
,,,,,,,,,
2022all,80,20,sgd_005,tanh,0.116166375,0.247958174,0.849854808,0.340831887,0
,,,,,,,,,
2022all,80,20,sgd_005,sigmoid,0.321970431,0.426001114,0.583852797,0.567424383,0
,,,,,,,,,
2022all,80,20,sgd_01,relu,0,0,0,0,100
,,,,,,,,,
2022all,80,20,sgd_01,tanh,0.109185147,0.242204344,0.858878054,0.330431759,0
,,,,,,,,,
2022all,80,20,sgd_01,sigmoid,0.224677361,0.366542256,0.709604216,0.474001436,0
,,,,,,,,,
2022all,80,20,adam_005,relu,0.787229301,0.729340781,-0.017494903,0.887259433,0
,,,,,,,,,
2022all,80,20,adam_005,tanh,0.166151625,0.328971374,0.785248807,0.407617008,0
,,,,,,,,,
2022all,80,20,adam_005,sigmoid,0.132398219,0.278065096,0.828875129,0.36386566,0
,,,,,,,,,
2022all,80,20,adam_01,relu,0.820459964,0.730460421,-0.060445578,0.905792451,0
,,,,,,,,,
2022all,80,20,adam_01,tanh,0.300171509,0.430198368,0.612027931,0.547879101,0
,,,,,,,,,
2022all,80,20,adam_01,sigmoid,0.806142308,0.744290602,-0.041939989,0.89785428,0
,,,,,,,,,
2022all,80,50,sgd_001,relu,0.857042087,0.297044094,-0.10772802,0.925765676,0
,,,,,,,,,
2022all,80,50,sgd_001,tanh,0.135596081,0.273517571,0.824741888,0.368233731,0
,,,,,,,,,
2022all,80,50,sgd_001,sigmoid,0.373884156,0.478691187,0.516754239,0.611460674,0
,,,,,,,,,
2022all,80,50,sgd_0001,relu,0.360231575,0.379708806,0.534400217,0.600192948,0
,,,,,,,,,
2022all,80,50,sgd_0001,tanh,0.247720242,0.38996936,0.679821262,0.497715021,0
,,,,,,,,,
2022all,80,50,sgd_0001,sigmoid,0.695270167,0.681012179,0.101362399,0.833828619,0
,,,,,,,,,
2022all,80,50,adam_001,relu,0.088856941,0.21651965,0.885152288,0.298088813,0
,,,,,,,,,
2022all,80,50,adam_001,tanh,0.073584267,0.207345329,0.904892239,0.271264201,0
,,,,,,,,,
2022all,80,50,adam_001,sigmoid,0.08352173,0.217184994,0.892048054,0.289001263,0
,,,,,,,,,
2022all,80,50,adam_0001,relu,1.390672208,0.290825294,-0.797445652,1.179267658,0
,,,,,,,,,
2022all,80,50,adam_0001,tanh,0.08496949,0.220185213,0.890176823,0.291495265,0
,,,,,,,,,
2022all,80,50,adam_0001,sigmoid,0.103818746,0.243250325,0.865814135,0.322209165,0
,,,,,,,,,
2022all,80,50,sgd_005,relu,0,0,0,0,100
,,,,,,,,,
2022all,80,50,sgd_005,tanh,0.113588366,0.25358365,0.853186889,0.337028731,0
,,,,,,,,,
2022all,80,50,sgd_005,sigmoid,0.175508226,0.332193357,0.773155389,0.418937019,0
,,,,,,,,,
2022all,80,50,sgd_01,relu,0,0,0,0,100
,,,,,,,,,
2022all,80,50,sgd_01,tanh,0.095853254,0.228764148,0.876109544,0.309601766,0
,,,,,,,,,
2022all,80,50,sgd_01,sigmoid,0.131761354,0.275482404,0.829698278,0.362989468,0
,,,,,,,,,
2022all,80,50,adam_005,relu,0.788969915,0.730917949,-0.019744649,0.888239785,0
,,,,,,,,,
2022all,80,50,adam_005,tanh,0.125240822,0.279439186,0.838126074,0.3538938,0
,,,,,,,,,
2022all,80,50,adam_005,sigmoid,0.097024111,0.238695246,0.874596209,0.311486936,0
,,,,,,,,,
2022all,80,50,adam_01,relu,0.782814307,0.72507197,-0.011788517,0.884767939,0
,,,,,,,,,
2022all,80,50,adam_01,tanh,0.154524197,0.312182688,0.800277273,0.393095658,0
,,,,,,,,,
2022all,80,50,adam_01,sigmoid,0.773726547,0.710344676,-4.26E-05,0.879617273,0
,,,,,,,,,
2022all,80,80,sgd_001,relu,2.479403172,0.305969933,-2.204631848,1.57461207,0
,,,,,,,,,
2022all,80,80,sgd_001,tanh,0.123294985,0.26069246,0.84064107,0.351133856,0
,,,,,,,,,
2022all,80,80,sgd_001,sigmoid,0.330041482,0.440944069,0.573420952,0.574492369,0
,,,,,,,,,
2022all,80,80,sgd_0001,relu,1.080881272,0.392201817,-0.397040461,1.0396544,0
,,,,,,,,,
2022all,80,80,sgd_0001,tanh,0.230559854,0.364421165,0.702001087,0.480166485,0
,,,,,,,,,
2022all,80,80,sgd_0001,sigmoid,0.706327715,0.685784521,0.087070503,0.840433052,0
,,,,,,,,,
2022all,80,80,adam_001,relu,0.097857842,0.228460945,0.87351861,0.312822382,0
,,,,,,,,,
2022all,80,80,adam_001,tanh,0.078808679,0.213777269,0.89813968,0.280728835,0
,,,,,,,,,
2022all,80,80,adam_001,sigmoid,0.070715877,0.200266467,0.908599636,0.26592457,0
,,,,,,,,,
2022all,80,80,adam_0001,relu,1.118707595,0.268969881,-0.445931032,1.057689744,0
,,,,,,,,,
2022all,80,80,adam_0001,tanh,0.085394209,0.217794737,0.889627873,0.292222876,0
,,,,,,,,,
2022all,80,80,adam_0001,sigmoid,0.094452883,0.231447313,0.877919525,0.307331878,0
,,,,,,,,,
2022all,80,80,sgd_005,relu,0.132657902,0.244456496,0.828539488,0.364222324,0
,,,,,,,,,
2022all,80,80,sgd_005,tanh,0.097547629,0.233030619,0.873919562,0.312326158,0
,,,,,,,,,
2022all,80,80,sgd_005,sigmoid,0.1424801,0.288620339,0.815844284,0.377465363,0
,,,,,,,,,
2022all,80,80,sgd_01,relu,0,0,0,0,100
,,,,,,,,,
2022all,80,80,sgd_01,tanh,0.084076349,0.219151223,0.891331209,0.289959219,0
,,,,,,,,,
2022all,80,80,sgd_01,sigmoid,0.119765368,0.26582646,0.845203104,0.346071334,0
,,,,,,,,,
2022all,80,80,adam_005,relu,0.79242123,0.733865647,-0.024205478,0.890180448,0
,,,,,,,,,
2022all,80,80,adam_005,tanh,0.098726173,0.244833067,0.872396292,0.314207213,0
,,,,,,,,,
2022all,80,80,adam_005,sigmoid,0.803471451,0.742392788,-0.038487903,0.89636569,0
,,,,,,,,,
2022all,80,80,adam_01,relu,0.789870017,0.731702801,-0.020908032,0.888746317,0
,,,,,,,,,
2022all,80,80,adam_01,tanh,0.219865041,0.374740861,0.715824146,0.468897687,0
,,,,,,,,,
2022all,80,80,adam_01,sigmoid,0.896800934,0.796608641,-0.159116382,0.946995741,0
,,,,,,,,,
2022all,80,120,sgd_001,relu,0.64314591,0.27413029,0.168733068,0.801963784,0
,,,,,,,,,
2022all,80,120,sgd_001,tanh,0.112469567,0.249847435,0.854632937,0.335364827,0
,,,,,,,,,
2022all,80,120,sgd_001,sigmoid,0.259614853,0.39115466,0.664447462,0.509524144,0
,,,,,,,,,
2022all,80,120,sgd_0001,relu,0.298354499,0.322854124,0.614376419,0.546218362,0
,,,,,,,,,
2022all,80,120,sgd_0001,tanh,0.222338598,0.351703952,0.71262707,0.47152794,0
,,,,,,,,,
2022all,80,120,sgd_0001,sigmoid,0.66876899,0.664677273,0.135615205,0.817782972,0
,,,,,,,,,
2022all,80,120,adam_001,relu,9.165437289,0.319969225,-10.84633971,3.027447322,0
,,,,,,,,,
2022all,80,120,adam_001,tanh,0.073093556,0.201744404,0.905526483,0.2703582,0
,,,,,,,,,
2022all,80,120,adam_001,sigmoid,0.07681036,0.211099963,0.900722509,0.277146821,0
,,,,,,,,,
2022all,80,120,adam_0001,relu,1.502246462,0.255794204,-0.941655521,1.225661643,0
,,,,,,,,,
2022all,80,120,adam_0001,tanh,0.076949324,0.212029206,0.900542898,0.277397412,0
,,,,,,,,,
2022all,80,120,adam_0001,sigmoid,0.087055941,0.221466145,0.887480082,0.295052438,0
,,,,,,,,,
2022all,80,120,sgd_005,relu,0,0,0,0,100
,,,,,,,,,
2022all,80,120,sgd_005,tanh,0.085624559,0.219144546,0.889330145,0.292616745,0
,,,,,,,,,
2022all,80,120,sgd_005,sigmoid,0.126388051,0.269102495,0.836643279,0.355510971,0
,,,,,,,,,
2022all,80,120,sgd_01,relu,0,0,0,0,100
,,,,,,,,,
2022all,80,120,sgd_01,tanh,0.093455195,0.238657803,0.879209038,0.305704425,0
,,,,,,,,,
2022all,80,120,sgd_01,sigmoid,0.110941271,0.253028327,0.856608262,0.333078475,0
,,,,,,,,,
2022all,80,120,adam_005,relu,0.781395332,0.723567086,-0.009954491,0.883965685,0
,,,,,,,,,
2022all,80,120,adam_005,tanh,0.126280385,0.281349008,0.836782437,0.355359515,0
,,,,,,,,,
2022all,80,120,adam_005,sigmoid,0.082427642,0.219498145,0.893462164,0.287102146,0
,,,,,,,,,
2022all,80,120,adam_01,relu,0.777400959,0.718714994,-0.004791758,0.881703442,0
,,,,,,,,,
2022all,80,120,adam_01,tanh,0.209126717,0.363034354,0.729703444,0.457303747,0
,,,,,,,,,
2022all,80,120,adam_01,sigmoid,0.933054011,0.814941114,-0.205973532,0.965947209,0
,,,,,,,,,
2022all,100,20,sgd_001,relu,0.725979954,0.333963621,0.061669959,0.852044573,0
,,,,,,,,,
2022all,100,20,sgd_001,tanh,0.204223791,0.33887742,0.736040483,0.451911264,0
,,,,,,,,,
2022all,100,20,sgd_001,sigmoid,0.571633701,0.609077801,0.261162692,0.756064615,0
,,,,,,,,,
2022all,100,20,sgd_0001,relu,0.643512948,0.555861905,0.168258671,0.802192588,0
,,,,,,,,,
2022all,100,20,sgd_0001,tanh,0.392652934,0.474668795,0.492495568,0.626620247,0
,,,,,,,,,
2022all,100,20,sgd_0001,sigmoid,0.770659799,0.719445082,0.0039212,0.877872314,0
,,,,,,,,,
2022all,100,20,adam_001,relu,0.226707373,0.260207868,0.706980424,0.476137976,0
,,,,,,,,,
2022all,100,20,adam_001,tanh,0.078859168,0.212423339,0.898074422,0.280818746,0
,,,,,,,,,
2022all,100,20,adam_001,sigmoid,0.081919384,0.216613934,0.894119089,0.286215625,0
,,,,,,,,,
2022all,100,20,adam_0001,relu,0.958713862,0.303278288,-0.239138923,0.979139348,0
,,,,,,,,,
2022all,100,20,adam_0001,tanh,0.108518253,0.244905124,0.859740016,0.329421087,0
,,,,,,,,,
2022all,100,20,adam_0001,sigmoid,0.136863009,0.274832117,0.823104381,0.369950009,0
,,,,,,,,,
2022all,100,20,sgd_005,relu,0,0,0,0,100
,,,,,,,,,
2022all,100,20,sgd_005,tanh,0.126375404,0.260986338,0.836659625,0.355493184,0
,,,,,,,,,
2022all,100,20,sgd_005,sigmoid,0.344059464,0.445962684,0.555302692,0.586565822,0
,,,,,,,,,
2022all,100,20,sgd_01,relu,0.651458309,0.645953271,0.157989281,0.807129673,0
,,,,,,,,,
2022all,100,20,sgd_01,tanh,0.131737578,0.268866205,0.829729008,0.362956716,0
,,,,,,,,,
2022all,100,20,sgd_01,sigmoid,0.205886689,0.344761092,0.733891185,0.453747384,0
,,,,,,,,,
2022all,100,20,adam_005,relu,0.784552262,0.726802839,-0.014034827,0.885749548,0
,,,,,,,,,
2022all,100,20,adam_005,tanh,0.206538665,0.352656901,0.733048505,0.454465252,0
,,,,,,,,,
2022all,100,20,adam_005,sigmoid,0.106046844,0.251321936,0.862934315,0.325648344,0
,,,,,,,,,
2022all,100,20,adam_01,relu,0.784090745,0.726351837,-0.013438316,0.885488987,0
,,,,,,,,,
2022all,100,20,adam_01,tanh,0.37249766,0.486714567,0.518546286,0.610325864,0
,,,,,,,,,
2022all,100,20,adam_01,sigmoid,0.780309035,0.722351699,-0.008550451,0.883351026,0
,,,,,,,,,
2022all,100,50,sgd_001,relu,0.797029079,0.292028864,-0.030161129,0.892764851,0
,,,,,,,,,
2022all,100,50,sgd_001,tanh,0.152766649,0.283777143,0.802548906,0.390853744,0
,,,,,,,,,
2022all,100,50,sgd_001,sigmoid,0.391654531,0.490371895,0.493786005,0.625823083,0
,,,,,,,,,
2022all,100,50,sgd_0001,relu,0.471081812,0.450954629,0.391126141,0.686353999,0
,,,,,,,,,
2022all,100,50,sgd_0001,tanh,0.289087027,0.420274045,0.626354638,0.537668139,0
,,,,,,,,,
2022all,100,50,sgd_0001,sigmoid,0.735325664,0.701296449,0.049590616,0.85751132,0
,,,,,,,,,
2022all,100,50,adam_001,relu,0.099383417,0.227358852,0.871546804,0.315251355,0
,,,,,,,,,
2022all,100,50,adam_001,tanh,0.078726587,0.212938029,0.898245784,0.280582584,0
